Node,Degree
face_recognition_database,1
memory_hardware_store_instruction,1
such_lethal_UAV_warhead,1
monitor_UAVs,1
energy-stingy_trajectory,1
particular_rotor,1
wirelessinterface,1
forward_projectionpredictionextrapolation_introduces,1
such_observation,1
correct_package,1
rougher_water,1
Lagrange_equation,1
long-armed_tool,1
checkpoint,1
thesecondary_control_signal,1
AMST_Systemtechnik_GmbH,1
safer,1
aerial_photographstime,1
more_algorithm,1
visual_sensory_cuesare,1
need_toreturn_item,1
inextreme,1
mitigate_safetyrisks,1
video_playback,1
attack_angle,1
movehowever,1
optional_stereoscopic_imagery,1
more_source,1
one-size-fits-all_variety,1
great_versatility,1
similar_effect,1
messaging_system,1
positionaldifference,1
new_version,1
global_positionand_orientation,1
first_optical_target_axis,1
turn_generates_electricity,1
such_challenging_condition,1
thermography,1
attachedthrough,1
pre-selected_filter_module,1
confirmed_target,1
semi-autonomous_dronebeing,1
helicopter_operation,1
traditional_delivery_system,1
surface-to-air,1
winner,1
Radiological_Dispersal_Device,1
improved_sanitation,1
high_voltage_application_circuitry,1
support_andor_control_cord,1
datasignature,1
surface_imagedata,1
virtual_TV_studio,1
other_insurance_product,1
state_space_form,1
simulation_purpose,1
54ag,1
focal_plane_device,1
available_direction,1
gravityenvelope,1
characteristic_value,1
second_time_mayoccur,1
havecyclic,1
greaterdistances,1
U_S_Published_Patent_Application_No,1
average_frequency,1
typical_peak_mean_andeddy_velocity,1
sucha_case,1
recent_wearablecameras,1
front-mounted_propeller,1
on-the-go_entertainment,1
Intelligence,1
signalsreceived,1
k_Black_body_radiation,1
continuous_link_APN,1
preparation_status_screen,1
retrieves,1
tractor_beam,1
Real-time_Video_system,1
port-lateral,1
attitude_reference_system,1
pesticidesand,1
google,1
international_organization,1
shooter_direction,1
first_global_voltage,1
industrialmachine,1
photographydrones,1
shielding,1
heavy_mooring_chain,1
methodology_capability,1
requiresdetecting,1
updatedtravel_route,1
power-beaming_technological_area,1
non-professionals,1
narrow_angle,1
company_Vicon_Motion_Systems,1
emitters,1
UaV_destination,1
specificationand_drawing,1
sincelocating,1
expert_level,1
insufficient_coverage,1
NFC_protocol,1
2-dimensionalimage,1
unified_retention,1
gatewayreceives,1
real_aircraft_learning_practice,1
second_relative_position_andorientation,1
body_harness,1
internet_communicationvideo,1
scrambling_code,1
afore-mentioned_robot,1
limited_infrastructure,1
Web-based_system,1
same_tour,1
lowresolution_input_image,1
audible_alarm,1
single_moving_camera,1
sensor_data_canbe,1
Oakley,1
software_issue,1
camera_shocking,1
direct_shipment_delivery,1
MUTCD,1
powdered_building_material,1
optical_beam_communication,1
nearer_drone_base,1
old_telephone_service_network,1
Problem,1
transmitted_image,1
Rangingtransformations,1
discoveredobject_match,1
individualized_basis,1
image-processing_unit,1
associatedwith_mandatory_flight_response_measure,1
desired_audio_biometric_data,1
stable_attachment,1
cell_site_transmit_antenna,1
rapid_launching,1
particular_target,1
image_dependent,1
andor_product_price,1
optional_NCDs,1
determinerelative,1
second_rotary_wing,1
right-fixed_wing,1
above-referenced_patent,1
electronic_analysis,1
desired_end_result,1
robotic_hardware,1
video_outputscreen,1
more_hydrophones,1
additional_feature_andadvantages,1
disruptive_process,1
heavy_casualty,1
collective_andcyclic_control,1
general_structure,1
minimal_total_hazard,1
additional_new_information_type,1
base_Station,1
times07,1
aground-to-air_radio_link,1
whichcontrols,1
mirrored,1
fifth_lens_surface,1
medium_drive,1
independent_transmitter,1
graded_index_fiber,1
different_height,1
cloud_computing_service,1
model_car,1
TABLE-US-00002_TABLE,1
subscribe,1
bydetermining,1
Gariepy,1
manned_vehicle_communicates,1
developmental_benefit,1
smart_mobile_device,1
February,1
aircraft_turn,1
cataract,1
biomass,1
willgenerally,1
USFmay,1
main_drive_torque,1
correctional_facility_cost,1
canprovide_superior_side-lobe_suppression,1
hydrogen_ion_concentration,1
treecanopies,1
monitored_object,1
gear_foot,1
informationabout_obstacle,1
marine_target,1
robust_infrastructure,1
same_chip,1
red_tape,1
first_ejector,1
ring_value,1
pick-up,1
blister-packedvehicles,1
Landings,1
NSA_CHVP_Suite_B,1
digital_wind_speed,1
drone_target_location,1
robot_behavior,1
cellular_roaming,1
such_object_property,1
landing_bay,1
machine-indicator-sensors,1
routineoccupational_radiation_setting,1
discoverable_network_node,1
air-based_vehicle,1
transactionsor_contract,1
separatecontrol_link,1
themobile,1
sub_set,1
non-lethal_human_effect_model,1
wall_switch,1
drone-based_delivery,1
galileo_andor_Compass_receiver,1
illustrative_platform_architecture,1
quick_rescue_operation,1
computer-readable_CD-ROM,1
refill_Stations_Supply_station,1
first_autonomous_deviceretrieving,1
plurality_ofdrones,1
anenergy_level,1
reduced_acceleration,1
predetermined_timeout_period,1
omni-directional_beamforming_array,1
electrical_andor_chemical_aspectsas,1
present_disclosure_executes,1
mechanical_breakage,1
potential_threat_aircraft_vehicle,1
specific_message,1
enclosed_airplane-type_vehicle,1
maximal,1
likely_normal_vector_direction,1
wing_contour,1
selective_power_capture,1
datato,1
portable_hangar_system_therefor,1
web_cam,1
adjustable_lens,1
anyindividual,1
extracted_scenefeature,1
inUS,1
efficient_flight,1
different_offer,1
workerscompensation_insurance,1
Wireless_Telecommunications_Network,1
electrical_power_grid,1
NDVI_image,1
determined_minimum_distance,1
pilot_error,1
narrow_spectral_width,1
continuallychanging,1
stored_authenticationdata,1
contiguous_Cellular_coverage,1
0,1
common_situation,1
madeduring,1
clear_path,1
tilted_rotor,1
gatekeeper,1
alternative_data,1
semiconductor_medium,1
dial_emergency_telephone_number,1
modified_vehicle,1
secondgeofence,1
drawingsas,1
example_part,1
dayon-station,1
normal_distance,1
sight_RF_communication,1
LIDAR_unitis_steerable,1
theengagement_housing,1
heavy_wear,1
so-called_non-contact_sensor,1
weather_reading,1
thebracket,1
andfirefighting,1
thecaptured_image,1
visual_indicator_comprises,1
other_high-end_competition_aircraft,1
perfect_point-to-point_imaging,1
many_important_natural_process,1
NTSB_report,1
suitable_frequency,1
hand-heldcontroller,1
economic_benefit,1
obvious_shortcoming,1
furtherconfigured,1
CCD_sensorsensitivity,1
geoIP_address,1
power_sent,1
givesit,1
drive_axis,1
see_thru_LED,1
UAv_course_profiling,1
small_jet-engine_performance,1
more_networksencryption,1
wireless_indoor,1
photovoltaic_device,1
web_search,1
UAVs_vary,1
network_switch,1
collision_avoidance_monitoring,1
various_structure_andmethods,1
storage_space_definition,1
electronic_protection,1
goal_location,1
drivetrain_failure,1
populated_areascitiesliving,1
live_performance,1
requiringcentralized,1
pre-specified_location,1
photograph_storm,1
different_radiation_energy,1
large_dish_antenna,1
third_data_comprise,1
such_viewing,1
external_heater,1
itcan,1
more_NCDs,1
vehicle_processor_store,1
11,1
vigorous_outdoor_play,1
non-programmable_component_canconsist,1
upfront_equipment_purchase,1
andorvisible_light_communication_VLC,1
various_prediction,1
users_carriage_method,1
portable_unattended_ground_device,1
information_regarding_activity,1
ormore_characteristic,1
blade_rotation,1
fog_collector,1
fuel_inefficient,1
USB_connection,1
master_information_block_message,1
leftright_speed,1
dork,1
exampleoperate,1
real-or,1
reusability,1
electric_motorcycle,1
sea_dye_marker,1
such_potential_crash_landing,1
optical_unitis,1
non_Patent_Literature,1
navigation_track,1
Gsubb,1
manual_data_collectionprocess,1
major_method,1
vent_opening,1
370,1
military_program,1
aviation_technology,1
DTL,1
StAP_algorithm,1
GPS_denieris,1
externaltag,1
preferred,1
ancillary_wing_structure,1
theplant,1
largeinvestments,1
such_object_cease,1
thenetwork_server,1
elastic_limb_deflection,1
200,1
upon_critical_need,1
respective_individual_pair,1
same_GSt,1
amidst,1
second_angleof_view,1
transportability,1
Abboud_invention,1
initial_effort,1
functionallywithout,1
European_Patent_Office,1
tip_chord_length,1
central_network_node,1
third-party_physical_asset,1
compositing,1
acell_phone,1
large_mobile_water_tank,1
required_output,1
thefirst_device_type,1
Control_Station,1
orseveral_interface,1
ball_shape,1
misdirect,1
mid-sectionincludes,1
human_interpretable_command,1
adaptable,1
current_flight_duration,1
space_track_record,1
includesnavigating,1
cracked_bushing,1
pneumatics,1
wing_andor_engine_module,1
near_dock,1
deploymentstages,1
flick_module,1
vectoring_engine_design_system,1
Heinzmann,1
single_carrier,1
geospatial_data_source,1
anomalous_dose_distribution,1
high_peak-to-average_power_ratio,1
acceleration_sensor_andor,1
NaSa_study,1
swap_cartridge,1
efficient_transport,1
deployable_tailrotor,1
operation_policy,1
ableto_record,1
physical_deficiency,1
stabilization_technology,1
rapid_adaptation,1
similar_data_carrier,1
numberof_actual_aerial_image_stack,1
rectangular_prism,1
CO2ler,1
invention_simplicity,1
simplified,1
intervenes,1
first_solar-powered_drone,1
onboard_software,1
more_capability_requirement,1
light_waveshyperbaric_propellant,1
adjacentsite,1
multi-rotorhelicopter,1
asadmissions,1
Warning_System,1
therural_area,1
afirst_air_interface_type,1
LaTourette,1
like_andrecognition,1
notrequired,1
fictional_constituent,1
ofthe_number,1
soil_model_database,1
freedom_hexapod_platform,1
Federal_Regulations,1
such_unexpected_event,1
fixed_geometric_relationship,1
strong_LOS_component,1
asoftware_application,1
overall_hybrid_airship-drone_size,1
term_display_refers,1
set_route_mayinclude,1
Mobile_Services_Switching_Center,1
entire_collection_mission,1
analtitude,1
assurance_token,1
target_world_coordinate,1
more_individual,1
various_structure,1
little_finger,1
f_focus,1
respective_pixel_location,1
dangerous_material,1
Phillips,1
supervise,1
july,1
andor_motion_video,1
measuringsurveillance_data,1
robot_method,1
Autonomous_Airspace_Flight_Planning,1
food_storage,1
opensource,1
standard_gauge_reading,1
`latency`,1
3-D_point_cloud_data,1
upward_liquid_buoyant_force,1
cellularmobile_phone,1
combat_personnel,1
typical_vehicle_tow_bar_apparatus,1
stated_feature,1
three-dimensionalgeoarc,1
versatile_solution,1
propagationmodel,1
anytime,1
withthe_cell_site,1
recent_development,1
systematic_inspection,1
hydropower-based_generation,1
method_comprises,1
current_environment_comprises,1
preliminary_test,1
strive,1
different_metal,1
20120203410,1
marker_ball,1
positive_definite,1
radio_receiver_module,1
known_obstacle,1
camera_pursuant,1
school_day,1
thatfeatures,1
devicesteerable,1
relative_relationship,1
multiple_register,1
such_coordinate,1
duct_wall,1
evacuation_cost,1
dynamic_task_allocation,1
distinctfrom,1
detected_timing_difference,1
relevantpersonalized_flood_alert,1
straight_skeleton_algorithm,1
Signal_Strength_Indication,1
hydrostatic_pressure,1
ofprior_art_transportation,1
housing_system,1
decision-direction,1
vertical_takeoff_capability,1
payload_millisecs,1
20120083945,1
imagecapturing_device,1
receive_meteorological_data,1
b_control_valve,1
andor_laser_pointingtracking,1
bepredetermined,1
magnetic_anomaly,1
process_message,1
tee,1
at-sea_location,1
portable_situationalawareness_unit,1
illegal_activity,1
fluid_channel,1
transfer_device_ismore,1
second_flyingdevice,1
dataincluding,1
non-humanoid_tactic,1
graphene_sheet,1
usefulfor,1
International_Federation,1
second_impulse,1
replaceable,1
small_undertaking,1
similar_purpose,1
12038437,1
anon-board_communication_transceiver,1
ande,1
initial_sensoraimpoint,1
draw_cable_device,1
EQU00002_wherein,1
march,1
web_browsing,1
imaging_platform_travel,1
circumferental,1
digital_zoom_capability,1
mobile_power_supply_unit,1
passesfrom,1
MHz_LTE_band,1
bandwidth_specification,1
bohlender,1
simulated,1
storeand_recharge,1
please_note,1
navigable,1
intelligent_umbrella_system,1
rail_transport,1
AeroVironments_Gossamer_Penguin,1
central_office,1
other_high-performanceaircraft,1
munitionreceiving,1
analog_modulation,1
apparel,1
reference_terminal_apparatus,1
upcoming_deadline,1
usethese_type,1
high_elevation_angle,1
tethered,1
obstacledensity,1
precise_moment,1
associated_device,1
laser_collector,1
auto-rotation,1
differentobjects,1
several_other_name,1
tether_canbe,1
United_States_patent_application_Ser,1
separate_Faraday_cage,1
x-axis_scale,1
single_secret_key,1
ice_crystal,1
ubiquitous_smartphone_usage,1
second_drawback,1
remote_future_trajectory_construction_function,1
desktopcomputer,1
domestic,1
likewise,1
cloud_environment,1
low_production_cost,1
improved_wireless_communication_channel_management,1
emergency_procedure,1
andsend,1
74-76_GHz_RF_signal,1
cellular_communication_protocol,1
packagerecipient,1
possibleto_estimate_roof_age,1
homicide_division,1
LCD_screen,1
kirino,1
thelatch,1
embodimentsthe_substrate,1
calling,1
perceived_timing,1
mission_detailspersonnel_location,1
sand_bar,1
second_astronomical_object,1
takeoff_weight,1
protective_merit,1
crop_row_direction,1
velcrothat,1
high-power_interference_signal,1
undefined_route,1
bad_location_information,1
EV_mode,1
augmented_reality_method,1
frequency_data_comprisesa_UAV,1
air_data_system,1
half-focal_axis,1
electronic_radio_signal,1
combination_cellularphone,1
aspectrum_selective_element,1
